Phone,Email,CreditScore,AgeGroup,FamilyBackground,Income,Clicks,TimeOnSite,CityTier,Comments,Intent
+91-9777151246,user2184@test.com,814,26-35,Single,521071,15,9.295326351690807,T2,urgent,0
+91-9624143369,user2185@test.com,492,26-35,Single,745940,17,0.6242292870544397,T2,call later,1
+91-7750646231,user2186@test.com,714,18-25,Single,205366,8,3.83104877158385,T1,looking for 3BHK,0
+91-8765353849,user2187@test.com,417,51+,Married,676938,7,3.2794579296305293,T3,looking for 3BHK,0
+91-8549506168,user2188@test.com,508,18-25,Married with Kids,954815,10,3.4420877387265714,T3,just browsing,0
+91-8517933263,user2189@test.com,333,18-25,Married with Kids,451722,2,6.003114654119203,T3,not interested,0
+91-9390737968,user2190@test.com,617,18-25,Married,517046,4,2.621030954620509,T3,urgent,0
+91-8017351321,user2191@test.com,419,36-50,Single,779827,9,0.27322957284606764,T2,looking for 3BHK,0
+91-8097986906,user2192@test.com,824,36-50,Single,551346,4,9.622750364419149,T1,call later,0
+91-8297339971,user2193@test.com,388,51+,Single,526716,7,7.487759857650342,T2,looking for 3BHK,0
+91-8180282929,user2194@test.com,811,36-50,Single,416359,5,1.3512759223567394,T2,just browsing,0
+91-8819941947,user2195@test.com,346,18-25,Married,423356,15,4.551568535095953,T2,looking for 3BHK,0
+91-9883746982,user2196@test.com,821,36-50,Married with Kids,992049,11,0.6272173321234975,T1,call later,0
+91-9867104969,user2197@test.com,583,36-50,Married with Kids,669865,16,0.2785633139749466,T2,looking for 3BHK,0
+91-7410321041,user2198@test.com,676,18-25,Married,462606,7,0.4751173143431442,T1,urgent,1
+91-9679455395,user2199@test.com,433,51+,Single,357572,3,7.557777324797097,T3,urgent,1
+91-7642973641,user2200@test.com,547,36-50,Married with Kids,742640,16,4.449239572671184,T2,looking for 3BHK,0
+91-8940327392,user2201@test.com,617,18-25,Married,159999,2,8.443969152012444,T1,call later,0
+91-8820829110,user2202@test.com,735,18-25,Single,748246,17,3.0521510407438166,T2,call later,0
+91-9519464177,user2203@test.com,475,18-25,Married with Kids,779555,15,7.753217379652472,T3,looking for 3BHK,0
+91-7657060420,user2204@test.com,650,26-35,Married,164383,1,0.7793455795010207,T1,call later,1
+91-7721615534,user2205@test.com,442,18-25,Married with Kids,783582,12,6.351081576216695,T3,urgent,1
+91-8010329136,user2206@test.com,697,36-50,Married with Kids,497835,0,3.6060191357935123,T3,urgent,0
+91-9031055520,user2207@test.com,668,36-50,Married,307111,2,2.7672492660061265,T1,urgent,0
+91-7930890358,user2208@test.com,800,18-25,Married,394431,0,8.15109094150626,T2,just browsing,0
+91-9299345556,user2209@test.com,669,26-35,Married with Kids,350323,1,0.5192211960577486,T1,not interested,0
+91-7411090896,user2210@test.com,681,26-35,Married with Kids,683216,18,9.495314606862237,T3,urgent,0
+91-7766419605,user2211@test.com,385,26-35,Married,754183,2,7.8554556586246,T1,looking for 3BHK,1
+91-7101526959,user2212@test.com,759,36-50,Single,545374,0,3.5560927392722483,T2,just browsing,0
+91-8341197092,user2213@test.com,624,26-35,Single,120428,8,9.913329914545175,T1,looking for 3BHK,1
+91-9757246606,user2214@test.com,821,51+,Single,675426,7,2.024892391177028,T3,call later,1
+91-7988899746,user2215@test.com,788,51+,Single,856834,4,4.024140132931634,T2,not interested,0
+91-9607449051,user2216@test.com,696,26-35,Married,225606,0,8.848795362927627,T2,just browsing,0
+91-7885562822,user2217@test.com,654,51+,Single,713681,14,9.968070848025267,T1,call later,1
+91-9348047519,user2218@test.com,587,18-25,Married with Kids,904564,16,2.39112821344569,T1,call later,0
+91-9740020746,user2219@test.com,758,26-35,Single,443238,14,7.431134063733414,T1,urgent,0
+91-7996205193,user2220@test.com,835,26-35,Married,280981,7,3.057293306355545,T3,looking for 3BHK,1
+91-8103307720,user2221@test.com,590,26-35,Single,879417,2,7.66472670713606,T2,call later,0
+91-8678928461,user2222@test.com,467,18-25,Single,952886,8,1.2528401480024576,T2,call later,0
+91-9714485836,user2223@test.com,727,18-25,Married,649983,19,3.3616993377456583,T2,call later,0
+91-9553256444,user2224@test.com,789,26-35,Single,491742,13,0.7499958555448338,T2,not interested,1
+91-7251060664,user2225@test.com,654,36-50,Married,764257,5,4.918969202402877,T2,just browsing,1
+91-9133597437,user2226@test.com,495,36-50,Single,843334,19,7.015005527537481,T3,urgent,0
+91-7608916376,user2227@test.com,844,51+,Married,514529,3,3.7861608832173643,T2,just browsing,0
+91-8179141439,user2228@test.com,310,18-25,Single,603142,11,6.14716925002346,T1,call later,0
+91-7586004258,user2229@test.com,555,51+,Married with Kids,546862,2,5.690867622524317,T3,not interested,1
+91-9564296966,user2230@test.com,695,51+,Married with Kids,527791,2,2.9459651741737005,T3,call later,1
+91-9985623124,user2231@test.com,708,26-35,Married,453655,16,4.867781879009882,T2,looking for 3BHK,0
+91-9902716049,user2232@test.com,661,36-50,Married,299257,5,0.6901904299915729,T1,just browsing,1
+91-8736535874,user2233@test.com,558,51+,Married,890855,14,4.599132797760336,T1,urgent,1
+91-8901454889,user2234@test.com,302,26-35,Married with Kids,347055,10,4.581894943125421,T2,not interested,0
+91-8839103349,user2235@test.com,383,18-25,Married,797940,17,0.2871791085741615,T3,just browsing,1
+91-8914657404,user2236@test.com,455,51+,Single,426950,2,5.138732481165031,T2,call later,0
+91-9973990640,user2237@test.com,475,36-50,Married,659498,16,7.376936659569187,T3,urgent,1
+91-7067951050,user2238@test.com,771,18-25,Married,304247,10,4.522521748365933,T2,not interested,0
+91-8464970519,user2239@test.com,723,26-35,Single,364739,5,6.460255213749485,T1,call later,0
+91-7551449275,user2240@test.com,433,18-25,Single,800492,4,5.324209686685818,T2,call later,1
+91-7447147538,user2241@test.com,679,51+,Married with Kids,608976,9,7.851787746373422,T1,just browsing,0
+91-9590807619,user2242@test.com,576,18-25,Single,169611,1,5.144552652557371,T2,call later,1
+91-8448379493,user2243@test.com,535,18-25,Single,590993,14,3.3160901410689494,T1,call later,0
+91-9484152873,user2244@test.com,312,18-25,Married,175177,10,8.275687695768456,T1,not interested,0
+91-8177511078,user2245@test.com,641,36-50,Married with Kids,710150,13,0.6762141468662097,T1,call later,0
+91-7341103597,user2246@test.com,334,51+,Single,396683,13,2.8945624587508356,T1,looking for 3BHK,0
+91-8137717283,user2247@test.com,513,26-35,Married with Kids,941259,2,5.914844315630368,T1,looking for 3BHK,0
+91-7367899367,user2248@test.com,711,36-50,Single,412313,15,8.560265169472641,T2,urgent,0
+91-9771498724,user2249@test.com,704,51+,Married with Kids,988428,13,0.7214183719663336,T2,looking for 3BHK,0
+91-9558729891,user2250@test.com,793,26-35,Single,685856,9,0.9605293274020732,T2,looking for 3BHK,0
+91-7824063874,user2251@test.com,458,26-35,Married,577487,7,2.8238502125953193,T3,just browsing,0
+91-8723088968,user2252@test.com,409,26-35,Married with Kids,666383,11,3.445719541957857,T1,looking for 3BHK,0
+91-8388870279,user2253@test.com,848,51+,Married with Kids,708980,4,8.435382452748685,T3,call later,0
+91-8576064352,user2254@test.com,825,26-35,Single,854575,12,9.589032171746618,T1,just browsing,0
+91-7973481850,user2255@test.com,646,26-35,Married with Kids,764367,11,0.1722868778586395,T1,looking for 3BHK,0
+91-8475580997,user2256@test.com,578,36-50,Single,805485,2,0.1535611137533055,T2,call later,0
+91-8524697512,user2257@test.com,778,26-35,Married with Kids,684498,16,8.648103288756872,T3,urgent,1
+91-9650663910,user2258@test.com,410,18-25,Married with Kids,290826,19,1.3561697326767819,T1,just browsing,0
+91-7298173123,user2259@test.com,730,36-50,Married,899809,4,3.3933616126335577,T2,call later,1
+91-8900136204,user2260@test.com,841,36-50,Married,217790,5,2.7521352736545013,T3,just browsing,1
+91-9229344816,user2261@test.com,414,51+,Married with Kids,484294,12,2.818682161098506,T3,urgent,1
+91-7290393729,user2262@test.com,389,26-35,Married,232872,5,3.2859189815058096,T1,urgent,0
+91-9875921339,user2263@test.com,511,18-25,Married with Kids,117192,12,3.3604618401403075,T1,just browsing,0
+91-7300353963,user2264@test.com,849,18-25,Single,547806,14,6.201558393885645,T2,call later,1
+91-8003785754,user2265@test.com,838,26-35,Married with Kids,137901,1,6.287841089150424,T3,not interested,0
+91-9749501599,user2266@test.com,659,26-35,Married with Kids,363113,10,5.228919967181036,T3,just browsing,0
+91-9319333524,user2267@test.com,785,51+,Married,267919,15,8.585415758115081,T1,not interested,1
+91-8164569351,user2268@test.com,671,18-25,Married,937463,17,8.456718463817282,T2,call later,0
+91-9546108103,user2269@test.com,514,36-50,Single,836497,1,2.1721740072551055,T3,looking for 3BHK,0
+91-9795497009,user2270@test.com,314,51+,Single,868352,9,5.4363955752049,T1,just browsing,1
+91-9921144386,user2271@test.com,558,51+,Single,922519,12,7.838370915413031,T3,urgent,1
+91-9289036277,user2272@test.com,762,36-50,Married with Kids,137473,7,8.668743367569006,T3,looking for 3BHK,0
+91-7991403819,user2273@test.com,419,51+,Single,532595,6,2.5518577307306356,T3,call later,0
+91-8393002876,user2274@test.com,427,26-35,Single,917087,15,4.941001493974683,T2,urgent,0
+91-8962192953,user2275@test.com,822,36-50,Married,952355,16,5.250272835056582,T2,just browsing,1
+91-8430232322,user2276@test.com,624,36-50,Married,599587,8,6.996383182198953,T2,call later,1
+91-7817439061,user2277@test.com,619,18-25,Single,145814,7,3.3025923699950397,T2,just browsing,0
+91-9875424581,user2278@test.com,805,36-50,Single,613861,19,2.9345179929169465,T3,looking for 3BHK,0
+91-7224793729,user2279@test.com,825,51+,Married with Kids,954457,4,7.05597485701357,T2,just browsing,0
+91-8625543851,user2280@test.com,349,18-25,Married with Kids,877557,4,3.99335483601973,T1,urgent,1
+91-9842577665,user2281@test.com,368,51+,Married,469155,12,0.040239474901532235,T1,just browsing,0
+91-8558833765,user2282@test.com,690,26-35,Single,875985,15,9.37846579004087,T1,looking for 3BHK,0
+91-9395661520,user2283@test.com,682,26-35,Single,546212,10,1.4964549570630803,T1,looking for 3BHK,0
+91-8917068758,user2284@test.com,315,18-25,Single,954858,14,1.4863411595569531,T1,urgent,1
+91-8998042909,user2285@test.com,738,18-25,Single,800460,16,8.18365801537962,T1,not interested,1
+91-8432670323,user2286@test.com,431,51+,Single,952690,14,3.35502830981675,T3,not interested,0
+91-7258309383,user2287@test.com,547,26-35,Married with Kids,633235,11,3.2817530661826435,T2,just browsing,0
+91-9493121173,user2288@test.com,572,18-25,Married with Kids,266090,3,6.223954073802911,T1,looking for 3BHK,0
+91-9415046443,user2289@test.com,648,26-35,Single,871956,3,0.5903865294137511,T1,call later,0
+91-7381253049,user2290@test.com,783,26-35,Married with Kids,856250,15,2.369617257652177,T2,call later,0
+91-7752920396,user2291@test.com,849,26-35,Married with Kids,469025,14,0.5327116341324301,T2,looking for 3BHK,1
+91-9727132636,user2292@test.com,656,51+,Single,427605,7,2.9150966172510264,T3,call later,0
+91-9963548446,user2293@test.com,617,51+,Married with Kids,646798,19,8.699301584794588,T1,urgent,1
+91-7863003640,user2294@test.com,347,26-35,Single,729365,7,9.09332544431981,T1,just browsing,1
+91-7732197174,user2295@test.com,309,26-35,Married with Kids,246145,10,3.0943669472900193,T1,looking for 3BHK,0
+91-9301362383,user2296@test.com,532,26-35,Single,964615,16,1.8758669629014457,T3,just browsing,0
+91-8758693993,user2297@test.com,335,36-50,Single,239262,2,1.3527598822537534,T2,urgent,1
+91-7415222205,user2298@test.com,712,36-50,Married with Kids,136855,6,3.9441912081340167,T3,call later,0
+91-8815435933,user2299@test.com,761,51+,Married with Kids,617587,11,8.264062847802323,T3,looking for 3BHK,0
+91-8934328440,user2300@test.com,303,26-35,Married,137846,0,8.526634336275619,T1,urgent,0
+91-7005311499,user2301@test.com,343,36-50,Single,716367,10,0.45927984152292156,T2,urgent,0
+91-8492808336,user2302@test.com,554,18-25,Single,604012,4,2.0922885626847765,T1,just browsing,0
+91-8292154255,user2303@test.com,413,18-25,Single,414614,5,2.031702551814333,T3,looking for 3BHK,0
+91-9855774091,user2304@test.com,696,26-35,Single,994000,13,8.284301800160808,T3,just browsing,0
+91-9039622146,user2305@test.com,473,36-50,Married with Kids,179949,16,4.56292315878398,T2,just browsing,0
+91-8642937885,user2306@test.com,554,18-25,Married with Kids,625056,2,3.6839523195557424,T2,urgent,1
+91-8007780076,user2307@test.com,765,51+,Married,127255,3,9.56605891071383,T2,just browsing,0
+91-7514661654,user2308@test.com,576,18-25,Single,928378,0,9.253572974466643,T1,call later,0
+91-8715048795,user2309@test.com,763,51+,Married,882752,3,4.401066867242871,T3,call later,0
+91-7654621799,user2310@test.com,801,18-25,Married,602818,13,1.283318260029005,T2,urgent,0
+91-7086012533,user2311@test.com,740,18-25,Married,498773,6,1.7100348680652788,T2,just browsing,0
+91-9319098219,user2312@test.com,368,36-50,Married,536535,6,1.1208391725979316,T2,call later,1
+91-8046497600,user2313@test.com,808,18-25,Married,345956,0,6.805038836929093,T1,not interested,0
+91-9884321565,user2314@test.com,625,18-25,Married with Kids,979588,1,5.546870883953901,T1,not interested,0
+91-9237497492,user2315@test.com,366,51+,Married with Kids,118691,2,5.566444773987268,T1,just browsing,0
+91-7399127635,user2316@test.com,603,51+,Married,461837,17,0.9837785474676242,T1,urgent,0
+91-9678280133,user2317@test.com,783,18-25,Married with Kids,860403,10,7.932749560483572,T2,call later,0
+91-8104009621,user2318@test.com,847,26-35,Married with Kids,547679,11,5.355728923983802,T3,looking for 3BHK,0
+91-7382786513,user2319@test.com,716,18-25,Married,807502,13,0.9096919633550105,T3,looking for 3BHK,0
+91-7548525216,user2320@test.com,458,18-25,Married with Kids,965354,8,7.471307905046627,T2,call later,1
+91-9613429236,user2321@test.com,448,36-50,Married with Kids,581133,9,9.81298104642211,T3,just browsing,1
+91-9176854475,user2322@test.com,326,18-25,Single,732453,12,4.411805111762418,T1,not interested,0
+91-7684205555,user2323@test.com,547,18-25,Married,574010,2,1.1565462238615332,T1,not interested,1
+91-7271051260,user2324@test.com,400,51+,Single,125993,8,1.013991546471077,T1,call later,0
+91-7155307661,user2325@test.com,395,51+,Single,738409,1,0.25879528803503304,T2,not interested,0
+91-7505298723,user2326@test.com,683,51+,Married,597773,7,7.703981464532869,T1,call later,0
+91-8301926368,user2327@test.com,581,51+,Single,204537,6,6.940009971671919,T1,urgent,0
+91-7976492182,user2328@test.com,621,18-25,Single,636612,8,5.8423928978831485,T1,not interested,1
+91-8130059889,user2329@test.com,695,26-35,Married with Kids,192981,12,7.6562932337528276,T3,just browsing,0
+91-8467480812,user2330@test.com,577,36-50,Single,817792,6,9.992976684291833,T2,not interested,0
+91-8546774081,user2331@test.com,828,36-50,Married,257234,6,4.018479375392832,T2,call later,1
+91-8635993960,user2332@test.com,562,26-35,Married with Kids,956635,0,7.058102251318633,T2,looking for 3BHK,0
+91-7376422740,user2333@test.com,592,26-35,Married with Kids,622823,1,3.7716160528682297,T3,not interested,0
+91-8487440641,user2334@test.com,593,36-50,Married with Kids,656671,16,3.520578858331207,T1,call later,0
+91-8026734840,user2335@test.com,694,18-25,Married,776146,9,8.509200969045438,T2,not interested,0
+91-9378562504,user2336@test.com,812,36-50,Married,548573,14,5.7476314148470635,T2,not interested,1
+91-9189248960,user2337@test.com,479,26-35,Married,882640,15,1.2061327315892,T1,not interested,0
+91-8312216906,user2338@test.com,534,18-25,Single,831314,12,4.03515997917005,T1,looking for 3BHK,0
+91-8705022643,user2339@test.com,636,36-50,Single,262331,7,7.965543195275147,T3,call later,1
+91-8201317565,user2340@test.com,307,18-25,Married with Kids,262723,8,9.399981190552433,T2,urgent,0
+91-8920720278,user2341@test.com,742,18-25,Married with Kids,572807,0,6.144281287220696,T2,just browsing,0
+91-9579532995,user2342@test.com,838,26-35,Married,947512,3,3.9421370937528444,T2,looking for 3BHK,0
+91-9214826294,user2343@test.com,390,51+,Married,698947,17,2.519823915951652,T3,just browsing,0
+91-7694771973,user2344@test.com,571,36-50,Single,270828,0,4.220236981400232,T2,just browsing,0
+91-9134441898,user2345@test.com,304,26-35,Single,375899,2,5.656544778032217,T2,urgent,0
+91-9467833998,user2346@test.com,518,36-50,Married,462440,9,0.044167362898773765,T2,not interested,0
+91-9433422651,user2347@test.com,417,51+,Married,800026,1,2.6867782140762566,T3,urgent,0
+91-8679515891,user2348@test.com,414,51+,Single,320195,17,6.7151593985206945,T2,just browsing,1
+91-7895545833,user2349@test.com,562,51+,Married with Kids,926093,1,6.732296215587162,T2,looking for 3BHK,0
+91-9152435723,user2350@test.com,605,51+,Married with Kids,963709,12,6.530067221347649,T3,just browsing,1
+91-8705869872,user2351@test.com,721,36-50,Single,475837,8,9.499423597382664,T2,just browsing,0
+91-7499789865,user2352@test.com,506,18-25,Single,713090,1,5.685456603011939,T1,urgent,0
+91-9318133925,user2353@test.com,602,18-25,Married with Kids,779214,1,2.697280507818587,T3,call later,0
+91-9697024940,user2354@test.com,411,51+,Single,312314,4,8.116126929887086,T1,just browsing,1
+91-8634764578,user2355@test.com,716,51+,Married with Kids,948668,13,3.893773431033768,T1,call later,0
+91-9896112797,user2356@test.com,584,18-25,Married with Kids,404638,2,2.3929052826897834,T2,not interested,0
+91-9286989289,user2357@test.com,484,26-35,Single,946912,13,5.567490244187761,T2,just browsing,0
+91-7606784578,user2358@test.com,520,51+,Married,774418,0,2.8903443109168956,T2,urgent,0
+91-7910457862,user2359@test.com,743,18-25,Married,694372,8,3.9616003811295553,T3,not interested,1
+91-8308586931,user2360@test.com,416,26-35,Married,260574,15,6.931575583743703,T3,looking for 3BHK,0
+91-7347545672,user2361@test.com,369,18-25,Married,817557,16,9.959481165917378,T3,just browsing,0
+91-8385247118,user2362@test.com,369,26-35,Married,944636,7,6.447315938227881,T1,urgent,0
+91-8730786708,user2363@test.com,726,36-50,Married,638551,14,2.764799035560237,T3,just browsing,1
+91-7098328226,user2364@test.com,742,26-35,Married,298160,7,0.9046554050257127,T3,urgent,1
+91-7745282113,user2365@test.com,436,51+,Single,969744,6,3.619676317708133,T2,urgent,0
+91-7660527962,user2366@test.com,803,26-35,Single,901828,8,0.19310685553388662,T1,call later,0
+91-9984792193,user2367@test.com,430,26-35,Married,650743,1,4.647547351933574,T3,just browsing,0
+91-7960416674,user2368@test.com,517,51+,Single,214547,9,6.599837671255581,T2,urgent,0
+91-8486486993,user2369@test.com,470,36-50,Married with Kids,862236,4,5.117959764625107,T2,urgent,0
+91-9461194193,user2370@test.com,774,26-35,Married,416634,15,8.652823020836145,T3,not interested,0
+91-9752954111,user2371@test.com,428,36-50,Married with Kids,231720,0,4.940500868803226,T1,just browsing,0
+91-9470307777,user2372@test.com,356,18-25,Single,604053,5,4.623800607161175,T1,not interested,0
+91-7569189144,user2373@test.com,480,18-25,Married,155546,9,3.0967718013612355,T3,call later,0
+91-9058811644,user2374@test.com,545,51+,Married with Kids,688684,9,8.376137039750985,T3,call later,1
+91-8347450144,user2375@test.com,443,36-50,Single,832505,18,9.035986711203712,T3,urgent,0
+91-9604343390,user2376@test.com,350,51+,Married,133588,12,9.779187363071488,T1,urgent,1
+91-9091915021,user2377@test.com,667,51+,Married,164202,18,9.8120899609396,T1,urgent,0
+91-7597850944,user2378@test.com,758,26-35,Married with Kids,477303,2,9.804236260839613,T2,just browsing,0
+91-9603836525,user2379@test.com,517,18-25,Married with Kids,615958,12,7.1195891442372785,T2,just browsing,1
+91-7750926204,user2380@test.com,556,51+,Married with Kids,847488,3,5.6265290213025345,T1,looking for 3BHK,0
+91-8363787187,user2381@test.com,455,26-35,Single,574672,7,1.7234446381666435,T2,urgent,0
+91-9158504834,user2382@test.com,741,26-35,Married with Kids,476953,11,7.670631790430607,T1,not interested,0
+91-8712244648,user2383@test.com,324,36-50,Married with Kids,908261,16,7.348801466974445,T2,looking for 3BHK,0
+91-7628671512,user2384@test.com,835,18-25,Married with Kids,828591,0,8.424021577026167,T3,just browsing,0
+91-9861766284,user2385@test.com,359,36-50,Married,727468,1,4.624510754956477,T1,just browsing,0
+91-8578548340,user2386@test.com,766,36-50,Married with Kids,971147,8,8.92421458230369,T2,urgent,0
+91-7522963425,user2387@test.com,733,51+,Married with Kids,661272,0,7.18674344914115,T3,not interested,0
+91-7292797831,user2388@test.com,365,36-50,Single,610090,18,1.7112533774880534,T2,not interested,0
+91-9053999508,user2389@test.com,405,51+,Single,298742,16,2.069035169296971,T2,call later,0
+91-7110861281,user2390@test.com,395,36-50,Married with Kids,495393,4,8.142655210353151,T3,urgent,1
+91-9173715395,user2391@test.com,850,26-35,Single,774043,14,4.256934085604694,T3,just browsing,0
+91-7580534808,user2392@test.com,467,18-25,Single,810493,19,2.490129466439488,T1,urgent,0
+91-7998800462,user2393@test.com,341,18-25,Single,459186,11,4.225765007021794,T2,urgent,1
+91-7343448748,user2394@test.com,403,18-25,Married,314375,3,1.6137773368411068,T3,call later,0
+91-9360211387,user2395@test.com,503,26-35,Married with Kids,687564,14,8.917366795595415,T2,call later,0
+91-7524136575,user2396@test.com,819,26-35,Married with Kids,635981,2,0.7153941547519871,T3,looking for 3BHK,0
+91-8857564255,user2397@test.com,581,36-50,Married with Kids,478800,13,3.5324151522683733,T1,urgent,1
+91-9552459355,user2398@test.com,342,36-50,Single,537838,3,5.569287593059883,T3,just browsing,0
+91-8339240076,user2399@test.com,409,36-50,Single,712852,18,8.736456258451215,T2,call later,0
+91-9173862733,user2400@test.com,509,36-50,Single,296512,5,7.8154888893992585,T2,looking for 3BHK,0
+91-8887688337,user2401@test.com,348,18-25,Married,685579,16,0.2242358404682543,T1,looking for 3BHK,0
+91-8192938460,user2402@test.com,414,36-50,Single,102472,17,8.252481427293416,T1,looking for 3BHK,0
+91-7453826363,user2403@test.com,454,26-35,Married,285718,7,6.381200658802416,T3,just browsing,0
+91-9752328069,user2404@test.com,802,26-35,Married with Kids,180836,18,1.333483983177921,T3,call later,0
+91-7001428127,user2405@test.com,370,26-35,Single,392693,19,6.174775593835032,T2,not interested,0
+91-7927876956,user2406@test.com,818,51+,Married,964986,11,8.17894217387527,T3,just browsing,0
+91-7075968554,user2407@test.com,635,51+,Married,351666,16,6.021118706837605,T1,urgent,0
+91-9661110013,user2408@test.com,366,51+,Single,361887,18,9.99146745635872,T3,not interested,1
+91-9587946113,user2409@test.com,792,36-50,Married,430790,0,5.070034216336309,T1,just browsing,1
+91-9792592443,user2410@test.com,512,18-25,Single,703430,10,6.731310799790988,T2,call later,0
+91-8566796438,user2411@test.com,480,18-25,Married,764161,9,0.7037351298287109,T3,looking for 3BHK,1
+91-7652941778,user2412@test.com,547,36-50,Married with Kids,209530,15,8.131981726870983,T1,just browsing,0
+91-8659836702,user2413@test.com,513,36-50,Married with Kids,581707,4,6.241030237307992,T3,urgent,0
+91-7263494642,user2414@test.com,658,51+,Married with Kids,880228,16,5.61242804020921,T1,urgent,0
+91-9424256004,user2415@test.com,548,26-35,Single,983779,8,7.0880871097631974,T1,urgent,1
+91-7823699361,user2416@test.com,815,26-35,Married with Kids,716646,7,5.605097618211888,T1,not interested,1
+91-8974827785,user2417@test.com,387,51+,Married with Kids,743631,9,7.664514151531286,T3,looking for 3BHK,0
+91-7909482328,user2418@test.com,475,51+,Married with Kids,362402,7,5.835155934724789,T1,just browsing,0
+91-7249811585,user2419@test.com,725,18-25,Single,500084,2,5.200538328145386,T3,not interested,1
+91-9081347965,user2420@test.com,380,51+,Married,106817,11,1.3501948472168712,T1,just browsing,0
+91-7248165628,user2421@test.com,437,26-35,Single,400656,3,4.718307642132507,T1,call later,1
+91-9660722590,user2422@test.com,732,26-35,Single,917288,17,5.382346617357625,T3,call later,0
+91-9985153591,user2423@test.com,769,36-50,Married with Kids,551475,8,6.2457379843978,T3,just browsing,0
+91-8277130190,user2424@test.com,649,18-25,Married,623175,3,4.558921633363354,T3,not interested,1
+91-8848284118,user2425@test.com,425,36-50,Married with Kids,983068,1,1.4664344114577599,T2,urgent,0
+91-8027270738,user2426@test.com,608,18-25,Married with Kids,230571,6,1.5036262094900665,T2,not interested,0
+91-7732999560,user2427@test.com,529,36-50,Single,968589,17,7.209877495247444,T2,not interested,0
+91-7610956386,user2428@test.com,759,18-25,Single,660411,1,6.614472488754823,T1,just browsing,1
+91-7320532628,user2429@test.com,644,51+,Single,566656,1,2.5949932149163892,T1,not interested,0
+91-7521344328,user2430@test.com,609,26-35,Married with Kids,450665,9,4.4585759457751735,T1,call later,0
+91-8302556861,user2431@test.com,319,51+,Married,285930,2,3.0695768250750355,T3,just browsing,0
+91-8139830253,user2432@test.com,840,18-25,Married,625446,18,1.810228566124359,T2,just browsing,0
+91-7433988466,user2433@test.com,776,18-25,Married with Kids,290545,1,3.261635782483178,T1,just browsing,1
+91-7763500806,user2434@test.com,568,36-50,Married,985330,2,2.626890675262227,T3,not interested,1
+91-9972810319,user2435@test.com,302,18-25,Married with Kids,356653,8,0.8242762007591176,T2,looking for 3BHK,1
+91-9970476943,user2436@test.com,315,51+,Married,820080,10,5.044865726723269,T2,urgent,0
+91-7267541243,user2437@test.com,657,18-25,Married with Kids,380278,10,4.508840530000871,T3,urgent,1
+91-9654511712,user2438@test.com,432,18-25,Married,378930,2,7.14608330028399,T1,call later,0
+91-9187951363,user2439@test.com,611,36-50,Single,190933,4,6.203056685952147,T2,just browsing,0
+91-9719528707,user2440@test.com,781,18-25,Single,417174,11,3.433781745449256,T1,urgent,1
+91-7983094823,user2441@test.com,843,36-50,Single,634782,14,4.963042010548105,T1,not interested,1
+91-7999204964,user2442@test.com,604,26-35,Single,566242,16,5.360831131959095,T1,not interested,0
+91-9642347366,user2443@test.com,568,36-50,Married with Kids,650561,15,9.175486076365868,T1,not interested,1
+91-7948340091,user2444@test.com,713,18-25,Married,456184,16,9.8169434226672,T1,call later,1
+91-8315349299,user2445@test.com,324,26-35,Married with Kids,507976,14,8.155428014951248,T1,just browsing,1
+91-7746261724,user2446@test.com,615,18-25,Single,662590,12,5.621045521299611,T1,urgent,1
+91-9679612211,user2447@test.com,575,36-50,Married,957254,1,9.281068426342042,T3,just browsing,0
+91-9816311715,user2448@test.com,688,51+,Married with Kids,407684,16,1.7811271846999654,T1,just browsing,1
+91-9263625851,user2449@test.com,743,26-35,Single,924851,0,6.964960796411477,T1,not interested,0
+91-8830014182,user2450@test.com,726,51+,Married,611583,9,4.604677164291245,T2,urgent,0
+91-7561396798,user2451@test.com,356,51+,Married,758912,3,1.447489232429805,T2,call later,0
+91-8738596030,user2452@test.com,667,26-35,Single,421715,9,0.7520998716800154,T1,just browsing,1
+91-8931810365,user2453@test.com,641,51+,Single,603390,11,4.807418370553219,T2,looking for 3BHK,1
+91-9809234175,user2454@test.com,603,51+,Married,516838,2,2.389692039659901,T3,not interested,1
+91-7835897340,user2455@test.com,673,51+,Single,148829,0,2.505062587698028,T3,looking for 3BHK,0
+91-8521433058,user2456@test.com,411,51+,Married with Kids,920664,18,3.202168873385821,T3,call later,0
+91-8579514374,user2457@test.com,305,26-35,Single,424227,0,7.183642189142949,T2,call later,0
+91-9257025178,user2458@test.com,578,18-25,Single,940466,18,1.6408960155408292,T3,call later,1
+91-8778673755,user2459@test.com,681,51+,Single,859909,3,7.175558856577387,T3,call later,1
+91-9068605909,user2460@test.com,312,26-35,Married,663667,12,7.827099270346382,T2,urgent,0
+91-7759724486,user2461@test.com,602,26-35,Married,786362,13,5.94480096346186,T1,looking for 3BHK,1
+91-8662490620,user2462@test.com,459,26-35,Single,922300,13,2.47557528619063,T1,not interested,0
+91-7047378941,user2463@test.com,453,26-35,Married,300721,2,0.5153252823419618,T1,looking for 3BHK,0
+91-8067644086,user2464@test.com,480,36-50,Single,388676,18,4.0794511159995,T2,urgent,0
+91-8787367809,user2465@test.com,825,18-25,Married with Kids,136861,10,8.474452208990105,T1,just browsing,0
+91-7574682685,user2466@test.com,479,18-25,Married,829020,8,1.0187026709559421,T3,call later,1
